;Date;Time;Comp;Round;Day;Venue;Result;GF;GA;Opponent;xG;xGA;Poss;Attendance;Captain;Formation;Referee;Match Report;Notes;team;key;Sh;SoT;Dist;FK;PK;Att;Cmp%;CrdY;CrdR;2CrdY;Fls;Off;Int;age;value;repos
12;2021-11-07;15:00;Serie A;Matchweek 12;Sun;Away;W;2;1;Sampdoria;1.4;1.2;53.0;5694.0;Roberto Soriano;3-4-3;Gianluca Manganiello;Match Report;;Bologna;2021-11-0715:00Serie AMatchweek 12AwayWSampdoriaBologna;14.0;6.0;16.9;0.0;0;510.0;78.0;1;0;0;12.0;2.0;10.0;23.7;€186.20m;6
13;2021-11-21;15:00;Serie A;Matchweek 13;Sun;Home;L;0;1;Venezia;2.0;0.9;67.0;15255.0;Roberto Soriano;3-4-3;Daniele Chiffi;Match Report;;Bologna;2021-11-2115:00Serie AMatchweek 13HomeLVeneziaBologna;22.0;6.0;19.7;0.0;0;711.0;84.0;0;0;0;6.0;1.0;7.0;23.7;€186.20m;14
14;2021-11-28;15:00;Serie A;Matchweek 14;Sun;Away;W;1;0;Spezia;2.6;0.9;57.0;6265.0;Roberto Soriano;3-4-3;Luca Massimi;Match Report;;Bologna;2021-11-2815:00Serie AMatchweek 14AwayWSpeziaBologna;16.0;4.0;18.3;1.0;1;558.0;83.0;1;0;0;12.0;0.0;14.0;23.7;€186.20m;7
15;2021-12-01;18:30;Serie A;Matchweek 15;Wed;Home;W;1;0;Roma;0.3;1.0;43.0;15780.0;Roberto Soriano;3-4-3;Luca Pairetto;Match Report;;Bologna;2021-12-0118:30Serie AMatchweek 15HomeWRomaBologna;6.0;3.0;25.3;0.0;0;420.0;77.9;3;0;0;9.0;2.0;13.0;23.7;€186.20m;3
16;2021-12-05;12:30;Serie A;Matchweek 16;Sun;Home;L;2;3;Fiorentina;0.6;1.3;37.0;18175.0;Roberto Soriano;5-3-2;Massimiliano Irrati;Match Report;;Bologna;2021-12-0512:30Serie AMatchweek 16HomeLFiorentinaBologna;8.0;4.0;18.7;1.0;0;364.0;77.5;3;0;0;12.0;2.0;5.0;23.7;€186.20m;4
17;2021-12-12;12:30;Serie A;Matchweek 17;Sun;Away;L;1;2;Torino;1.2;1.8;51.0;6562.0;Roberto Soriano;3-4-3;Federico Dionisi;Match Report;;Bologna;2021-12-1212:30Serie AMatchweek 17AwayLTorinoBologna;7.0;4.0;25.4;0.0;1;461.0;76.4;4;0;0;18.0;1.0;9.0;23.7;€186.20m;7
18;2021-12-18;18:00;Serie A;Matchweek 18;Sat;Home;L;0;2;Juventus;0.6;1.0;57.0;22394.0;Roberto Soriano;3-1-4-2;Daniele Orsato;Match Report;;Bologna;2021-12-1818:00Serie AMatchweek 18HomeLJuventusBologna;11.0;3.0;19.9;0.0;0;595.0;81.3;1;0;0;7.0;0.0;14.0;23.7;€186.20m;6
19;2021-12-22;16:30;Serie A;Matchweek 19;Wed;Away;W;3;0;Sassuolo;1.8;0.8;40.0;4763.0;Roberto Soriano;3-5-2;Michael Fabbri;Match Report;;Bologna;2021-12-2216:30Serie AMatchweek 19AwayWSassuoloBologna;9.0;5.0;16.6;0.0;0;380.0;78.2;3;0;0;12.0;7.0;13.0;23.7;€186.20m;4
20;2022-01-11;20:45;Serie A;Matchweek 21;Tue;Away;L;1;2;Cagliari;0.5;1.9;48.0;5583.0;Roberto Soriano;3-1-4-2;Davide Ghersini;Match Report;;Bologna;2022-01-1120:45Serie AMatchweek 21AwayLCagliariBologna;9.0;3.0;18.3;2.0;0;432.0;67.6;2;0;0;15.0;1.0;15.0;23.7;€186.20m;20
21;2022-01-17;18:30;Serie A;Matchweek 22;Mon;Home;L;0;2;Napoli;0.9;2.5;39.0;5000.0;Roberto Soriano;3-1-4-2;Livio Marinelli;Match Report;;Bologna;2022-01-1718:30Serie AMatchweek 22HomeLNapoliBologna;12.0;5.0;17.6;1.0;0;431.0;79.1;3;0;0;9.0;0.0;13.0;23.7;€186.20m;6
22;2022-01-21;20:45;Serie A;Matchweek 23;Fri;Away;L;1;2;Hellas Verona;0.6;2.1;44.0;4286.0;Roberto Soriano;5-3-2;Matteo Gariglio;Match Report;;Bologna;2022-01-2120:45Serie AMatchweek 23AwayLHellas VeronaBologna;8.0;2.0;21.0;1.0;0;392.0;64.0;4;0;0;9.0;0.0;16.0;23.7;€186.20m;4
23;2022-02-06;15:00;Serie A;Matchweek 24;Sun;Home;D;0;0;Empoli;0.9;1.6;60.0;10349.0;Roberto Soriano;3-4-1-2;Cosso Cosso;Match Report;;Bologna;2022-02-0615:00Serie AMatchweek 24HomeDEmpoliBologna;12.0;2.0;19.1;0.0;0;563.0;79.8;2;0;0;10.0;5.0;14.0;23.7;€186.20m;16
24;2022-02-12;15:00;Serie A;Matchweek 25;Sat;Away;L;0;3;Lazio;1.0;2.3;44.0;22000.0;Roberto Soriano;3-5-2;Marco Piccinini;Match Report;;Bologna;2022-02-1215:00Serie AMatchweek 25AwayLLazioBologna;11.0;3.0;16.3;0.0;0;498.0;85.1;2;0;0;16.0;2.0;7.0;23.7;€186.20m;6
25;2022-02-21;21:00;Serie A;Matchweek 26;Mon;Home;W;2;1;Spezia;2.3;0.5;61.0;12050.0;Roberto Soriano;3-4-3;Livio Marinelli;Match Report;;Bologna;2022-02-2121:00Serie AMatchweek 26HomeWSpeziaBologna;19.0;7.0;19.0;0.0;0;563.0;78.9;1;0;0;7.0;4.0;9.0;23.7;€186.20m;9
26;2022-02-26;15:00;Serie A;Matchweek 27;Sat;Away;D;1;1;Salernitana;0.6;1.5;44.0;13289.0;Roberto Soriano;3-4-3;Giovanni Ayroldi;Match Report;;Bologna;2022-02-2615:00Serie AMatchweek 27AwayDSalernitanaBologna;8.0;3.0;22.5;0.0;0;370.0;73.5;3;0;0;25.0;3.0;6.0;23.7;€186.20m;5
27;2022-03-06;15:00;Serie A;Matchweek 28;Sun;Home;D;0;0;Torino;0.4;1.3;51.0;17575.0;Lorenzo De Silvestri;3-4-3;Luca Massimi;Match Report;;Bologna;2022-03-0615:00Serie AMatchweek 28HomeDTorinoBologna;6.0;1.0;20.3;0.0;0;392.0;70.7;3;0;0;23.0;2.0;5.0;23.7;€186.20m;8
28;2022-03-13;12:30;Serie A;Matchweek 29;Sun;Away;L;0;1;Fiorentina;1.3;2.0;39.0;22635.0;Roberto Soriano;3-4-3;Juan Sacchi;Match Report;;Bologna;2022-03-1312:30Serie AMatchweek 29AwayLFiorentinaBologna;4.0;0.0;15.0;0.0;0;338.0;70.4;5;1;1;16.0;2.0;7.0;23.7;€186.20m;7
29;2022-03-20;20:45;Serie A;Matchweek 30;Sun;Home;L;0;1;Atalanta;1.3;1.6;60.0;1323.0;Roberto Soriano;3-4-3;Fabio Maresca;Match Report;;Bologna;2022-03-2020:45Serie AMatchweek 30HomeLAtalantaBologna;12.0;3.0;17.4;0.0;0;604.0;76.0;0;0;0;9.0;2.0;10.0;23.7;€186.20m;7
30;2022-04-04;20:45;Serie A;Matchweek 31;Mon;Away;D;0;0;Milan;0.7;2.6;47.0;68136.0;Gary Medel;3-5-2;Livio Marinelli;Match Report;;Bologna;2022-04-0420:45Serie AMatchweek 31AwayDMilanBologna;8.0;4.0;23.1;0.0;0;418.0;76.8;2;0;0;7.0;1.0;17.0;23.7;€186.20m;15
31;2022-04-11;20:45;Serie A;Matchweek 32;Mon;Home;W;2;0;Sampdoria;2.5;0.6;52.0;15783.0;Gary Medel;3-5-2;Luca Pairetto;Match Report;;Bologna;2022-04-1120:45Serie AMatchweek 32HomeWSampdoriaBologna;19.0;4.0;18.1;0.0;0;544.0;80.9;1;0;0;11.0;2.0;11.0;23.7;€186.20m;7
32;2022-04-16;18:30;Serie A;Matchweek 33;Sat;Away;D;1;1;Juventus;1.2;2.4;49.0;36107.0;Roberto Soriano;3-5-2;Juan Sacchi;Match Report;;Bologna;2022-04-1618:30Serie AMatchweek 33AwayDJuventusBologna;9.0;2.0;21.9;0.0;0;421.0;81.5;5;2;1;11.0;0.0;12.0;23.7;€186.20m;5
33;2022-04-24;15:00;Serie A;Matchweek 34;Sun;Home;D;2;2;Udinese;1.4;1.8;55.0;15922.0;Roberto Soriano;3-5-2;Alberto Santoro;Match Report;;Bologna;2022-04-2415:00Serie AMatchweek 34HomeDUdineseBologna;10.0;3.0;17.2;2.0;0;471.0;79.8;2;0;0;9.0;2.0;5.0;23.7;€186.20m;8
34;2022-04-27;20:15;Serie A;Matchweek 20;Wed;Home;W;2;1;Inter;1.4;2.4;41.0;26034.0;Roberto Soriano;3-5-2;Daniele Doveri;Match Report;;Bologna;2022-04-2720:15Serie AMatchweek 20HomeWInterBologna;5.0;3.0;13.9;0.0;0;442.0;82.8;1;0;0;11.0;0.0;6.0;23.7;€186.20m;3
35;2022-05-01;20:45;Serie A;Matchweek 35;Sun;Away;D;0;0;Roma;1.3;1.1;57.0;62988.0;Roberto Soriano;3-1-4-2;Michael Fabbri;Match Report;;Bologna;2022-05-0120:45Serie AMatchweek 35AwayDRomaBologna;10.0;4.0;15.6;0.0;0;539.0;80.3;1;0;0;9.0;2.0;7.0;23.7;€186.20m;4
36;2022-05-08;15:00;Serie A;Matchweek 36;Sun;Away;L;3;4;Venezia;2.6;3.2;60.0;6674.0;Roberto Soriano;3-5-2;Livio Marinelli;Match Report;;Bologna;2022-05-0815:00Serie AMatchweek 36AwayLVeneziaBologna;23.0;10.0;15.5;0.0;0;504.0;81.3;4;0;0;13.0;0.0;19.0;23.7;€186.20m;7
37;2022-05-15;12:30;Serie A;Matchweek 37;Sun;Home;L;1;3;Sassuolo;1.6;1.7;55.0;19794.0;Roberto Soriano;3-5-2;Davide Ghersini;Match Report;;Bologna;2022-05-1512:30Serie AMatchweek 37HomeLSassuoloBologna;7.0;1.0;15.9;0.0;1;497.0;81.1;0;0;0;9.0;5.0;9.0;23.7;€186.20m;7
38;2022-05-21;17:15;Serie A;Matchweek 38;Sat;Away;W;1;0;Genoa;1.0;1.4;50.0;17768.0;Lorenzo De Silvestri;3-5-2;Gianpiero Miele;Match Report;;Bologna;2022-05-2117:15Serie AMatchweek 38AwayWGenoaBologna;11.0;4.0;12.4;1.0;0;431.0;71.9;1;0;0;10.0;4.0;10.0;23.7;€186.20m;6
0;2021-08-15;17:45;Coppa Italia;First round;Sun;Home;W;4;2;Vicenza Virtus;;;50.0;;Simone Romagnoli;4-3-1-2;Juan Sacchi;Match Report;;Empoli;2021-08-1517:45Coppa ItaliaFirst roundHomeWVicenza VirtusEmpoli;4.0;4.0;;;0;;;2;0;0;0.0;0.0;0.0;24.5;€126.50m;10
1;2021-08-21;20:45;Serie A;Matchweek 1;Sat;Home;L;1;3;Lazio;1.6;1.7;46.0;3655.0;Simone Romagnoli;4-1-2-1-2◆;Simone Sozza;Match Report;;Empoli;2021-08-2120:45Serie AMatchweek 1HomeLLazioEmpoli;16.0;3.0;17.7;0.0;0;505.0;80.8;2;0;0;13.0;2.0;12.0;24.5;€126.50m;6
2;2021-08-28;20:45;Serie A;Matchweek 2;Sat;Away;W;1;0;Juventus;0.8;1.6;46.0;17584.0;Leonardo Mancuso;4-3-1-2;Davide Ghersini;Match Report;;Empoli;2021-08-2820:45Serie AMatchweek 2AwayWJuventusEmpoli;11.0;3.0;17.4;0.0;0;400.0;71.8;3;0;0;6.0;3.0;5.0;24.5;€126.50m;7
3;2021-09-11;15:00;Serie A;Matchweek 3;Sat;Home;L;1;2;Venezia;2.2;1.6;68.0;2511.0;Leonardo Mancuso;4-1-3-2;Antonio Rapuano;Match Report;;Empoli;2021-09-1115:00Serie AMatchweek 3HomeLVeneziaEmpoli;21.0;5.0;19.3;2.0;1;616.0;81.2;2;0;0;12.0;3.0;9.0;24.5;€126.50m;14
4;2021-09-19;12:30;Serie A;Matchweek 4;Sun;Home;L;0;3;Sampdoria;1.6;1.4;54.0;3064.0;Leonardo Mancuso;4-3-1-2;Maurizio Mariani;Match Report;;Empoli;2021-09-1912:30Serie AMatchweek 4HomeLSampdoriaEmpoli;15.0;4.0;19.5;1.0;0;469.0;73.8;2;0;0;10.0;7.0;9.0;24.5;€126.50m;8
5;2021-09-22;20:45;Serie A;Matchweek 5;Wed;Away;W;2;0;Cagliari;1.0;1.3;50.0;7226.0;Simone Romagnoli;4-3-1-2;Marco Di Bello;Match Report;;Empoli;2021-09-2220:45Serie AMatchweek 5AwayWCagliariEmpoli;17.0;5.0;21.6;0.0;0;492.0;78.0;1;0;0;13.0;4.0;9.0;24.5;€126.50m;3
6;2021-09-26;15:00;Serie A;Matchweek 6;Sun;Home;W;4;2;Bologna;2.1;3.0;37.0;5022.0;Simone Romagnoli;4-3-1-2;Piero Giacomelli;Match Report;;Empoli;2021-09-2615:00Serie AMatchweek 6HomeWBolognaEmpoli;14.0;6.0;17.2;1.0;1;307.0;73.3;2;0;0;15.0;3.0;11.0;24.5;€126.50m;4
7;2021-10-03;18:00;Serie A;Matchweek 7;Sun;Away;L;0;2;Roma;0.7;1.6;37.0;31946.0;Simone Romagnoli;4-3-1-2;Giovanni Ayroldi;Match Report;;Empoli;2021-10-0318:00Serie AMatchweek 7AwayLRomaEmpoli;11.0;3.0;19.2;0.0;0;378.0;80.2;3;0;0;15.0;4.0;8.0;24.5;€126.50m;7
8;2021-10-17;15:00;Serie A;Matchweek 8;Sun;Home;L;1;4;Atalanta;1.0;4.3;48.0;6214.0;Simone Romagnoli;4-3-3;Marco Serra;Match Report;;Empoli;2021-10-1715:00Serie AMatchweek 8HomeLAtalantaEmpoli;12.0;4.0;19.2;1.0;0;468.0;75.6;3;0;0;10.0;6.0;14.0;24.5;€126.50m;14
9;2021-10-23;15:00;Serie A;Matchweek 9;Sat;Away;W;4;2;Salernitana;2.6;1.7;40.0;11142.0;Filippo Bandinelli;4-3-1-2;Daniele Doveri;Match Report;;Empoli;2021-10-2315:00Serie AMatchweek 9AwayWSalernitanaEmpoli;9.0;4.0;16.7;0.0;1;348.0;74.4;3;0;0;16.0;2.0;16.0;24.5;€126.50m;6
10;2021-10-27;20:45;Serie A;Matchweek 10;Wed;Home;L;0;2;Inter;0.5;1.9;31.0;9335.0;Filippo Bandinelli;4-3-1-2;Daniele Chiffi;Match Report;;Empoli;2021-10-2720:45Serie AMatchweek 10HomeLInterEmpoli;9.0;2.0;18.0;1.0;0;314.0;74.8;1;1;0;20.0;0.0;6.0;24.5;€126.50m;4
11;2021-10-31;15:00;Serie A;Matchweek 11;Sun;Away;W;2;1;Sassuolo;1.7;1.3;43.0;3539.0;Filippo Bandinelli;4-3-1-2;Luca Massimi;Match Report;;Empoli;2021-10-3115:00Serie AMatchweek 11AwayWSassuoloEmpoli;13.0;4.0;19.3;0.0;1;406.0;77.8;2;0;0;12.0;4.0;11.0;24.5;€126.50m;4
12;2021-11-05;20:45;Serie A;Matchweek 12;Fri;Home;D;2;2;Genoa;0.9;2.0;53.0;5631.0;Filippo Bandinelli;4-3-1-2;Luca Pairetto;Match Report;;Empoli;2021-11-0520:45Serie AMatchweek 12HomeDGenoaEmpoli;10.0;2.0;17.5;0.0;0;469.0;73.1;0;0;0;8.0;2.0;8.0;24.5;€126.50m;5
13;2021-11-22;18:30;Serie A;Matchweek 13;Mon;Away;L;1;2;Hellas Verona;1.7;1.6;43.0;13797.0;Simone Romagnoli;4-3-1-2;Matteo Gariglio;Match Report;;Empoli;2021-11-2218:30Serie AMatchweek 13AwayLHellas VeronaEmpoli;9.0;4.0;17.7;0.0;0;401.0;66.3;3;0;0;13.0;2.0;10.0;24.5;€126.50m;17
14;2021-11-27;15:00;Serie A;Matchweek 14;Sat;Home;W;2;1;Fiorentina;2.2;2.6;51.0;7878.0;Lorenzo Tonelli;4-3-1-2;Juan Sacchi;Match Report;;Empoli;2021-11-2715:00Serie AMatchweek 14HomeWFiorentinaEmpoli;17.0;5.0;17.7;0.0;0;476.0;77.7;1;0;0;15.0;0.0;16.0;24.5;€126.50m;5
15;2021-12-02;18:30;Serie A;Matchweek 15;Thu;Away;D;2;2;Torino;1.1;0.9;59.0;7002.0;Simone Romagnoli;4-3-1-2;Andrea Colombo;Match Report;;Empoli;2021-12-0218:30Serie AMatchweek 15AwayDTorinoEmpoli;16.0;5.0;19.2;1.0;0;483.0;76.6;3;0;0;15.0;1.0;5.0;24.5;€126.50m;5
16;2021-12-06;18:30;Serie A;Matchweek 16;Mon;Home;W;3;1;Udinese;2.5;2.2;58.0;4808.0;Lorenzo Tonelli;4-3-1-2;Daniele Paterna;Match Report;;Empoli;2021-12-0618:30Serie AMatchweek 16HomeWUdineseEmpoli;22.0;8.0;16.0;0.0;0;539.0;81.8;4;0;0;12.0;1.0;5.0;24.5;€126.50m;4
17;2021-12-12;18:00;Serie A;Matchweek 17;Sun;Away;W;1;0;Napoli;0.8;2.5;40.0;20000.0;Leo Štulac;4-3-1-2;Livio Marinelli;Match Report;;Empoli;2021-12-1218:00Serie AMatchweek 17AwayWNapoliEmpoli;12.0;5.0;19.2;0.0;0;409.0;80.2;1;0;0;11.0;5.0;8.0;24.5;€126.50m;6
18;2021-12-15;15:00;Coppa Italia;Second round;Wed;Away;W;4;3;Hellas Verona;;;50.0;1101.0;Simone Romagnoli;4-3-1-2;Federico Dionisi;Match Report;;Empoli;2021-12-1515:00Coppa ItaliaSecond roundAwayWHellas VeronaEmpoli;12.0;10.0;;;1;;;3;1;0;11.0;2.0;10.0;24.5;€126.50m;3
19;2021-12-19;15:00;Serie A;Matchweek 18;Sun;Away;D;1;1;Spezia;1.5;1.3;65.0;5414.0;Filippo Bandinelli;4-3-1-2;Manuel Volpi;Match Report;;Empoli;2021-12-1915:00Serie AMatchweek 18AwayDSpeziaEmpoli;22.0;6.0;16.3;1.0;0;591.0;82.7;2;0;0;9.0;4.0;2.0;24.5;€126.50m;4
20;2021-12-22;20:45;Serie A;Matchweek 19;Wed;Home;L;2;4;Milan;1.6;1.5;55.0;10596.0;Simone Romagnoli;4-3-1-2;Marco Di Bello;Match Report;;Empoli;2021-12-2220:45Serie AMatchweek 19HomeLMilanEmpoli;15.0;4.0;17.5;0.0;1;531.0;78.9;1;0;0;18.0;2.0;9.0;24.5;€126.50m;3
21;2022-01-06;14:30;Serie A;Matchweek 20;Thu;Away;D;3;3;Lazio;2.0;3.0;38.0;23000.0;Andrea La Mantia;4-3-1-2;Antonio Giua;Match Report;;Empoli;2022-01-0614:30Serie AMatchweek 20AwayDLazioEmpoli;10.0;3.0;20.9;1.0;1;360.0;75.0;4;0;0;11.0;2.0;10.0;24.5;€126.50m;15
22;2022-01-09;14:30;Serie A;Matchweek 21;Sun;Home;L;1;5;Sassuolo;1.4;4.2;45.0;4081.0;Leo Štulac;4-3-1-2;Manuel Volpi;Match Report;;Empoli;2022-01-0914:30Serie AMatchweek 21HomeLSassuoloEmpoli;15.0;4.0;14.0;0.0;0;477.0;82.4;2;1;1;10.0;4.0;12.0;24.5;€126.50m;3
23;2022-01-16;15:00;Serie A;Matchweek 22;Sun;Away;D;1;1;Venezia;2.2;1.3;50.0;3805.0;Filippo Bandinelli;4-3-2-1;Piero Giacomelli;Match Report;;Empoli;2022-01-1615:00Serie AMatchweek 22AwayDVeneziaEmpoli;18.0;6.0;17.6;1.0;0;440.0;78.2;5;0;0;16.0;1.0;13.0;24.5;€126.50m;7
24;2022-01-19;21:00;Coppa Italia;Round of 16;Wed;Away;L;2;3;Inter;;;43.0;5000.0;Simone Romagnoli;4-3-1-2;Juan Sacchi;Match Report;Required Extra Time;Empoli;2022-01-1921:00Coppa ItaliaRound of 16AwayLInterEmpoli;16.0;5.0;;;0;;;1;0;0;16.0;1.0;16.0;24.5;€126.50m;3
25;2022-01-23;18:00;Serie A;Matchweek 23;Sun;Home;L;2;4;Roma;1.1;2.7;58.0;4920.0;Filippo Bandinelli;4-3-2-1;Michael Fabbri;Match Report;;Empoli;2022-01-2318:00Serie AMatchweek 23HomeLRomaEmpoli;16.0;7.0;18.1;0.0;0;549.0;82.1;2;0;0;14.0;0.0;16.0;24.5;€126.50m;4
26;2022-02-06;15:00;Serie A;Matchweek 24;Sun;Away;D;0;0;Bologna;1.6;0.9;40.0;10349.0;Simone Romagnoli;4-3-2-1;Cosso Cosso;Match Report;;Empoli;2022-02-0615:00Serie AMatchweek 24AwayDBolognaEmpoli;15.0;4.0;17.3;0.0;0;377.0;71.4;4;0;0;15.0;1.0;9.0;24.5;€126.50m;14
27;2022-02-13;15:00;Serie A;Matchweek 25;Sun;Home;D;1;1;Cagliari;0.9;1.3;46.0;4787.0;Simone Romagnoli;4-3-1-2;Federico Dionisi;Match Report;;Empoli;2022-02-1315:00Serie AMatchweek 25HomeDCagliariEmpoli;15.0;5.0;25.0;0.0;0;374.0;67.4;1;0;0;15.0;2.0;6.0;24.5;€126.50m;7
28;2022-02-19;15:00;Serie A;Matchweek 26;Sat;Away;L;0;2;Sampdoria;0.8;0.7;58.0;9069.0;Simone Romagnoli;4-3-1-2;Antonio Rapuano;Match Report;;Empoli;2022-02-1915:00Serie AMatchweek 26AwayLSampdoriaEmpoli;10.0;2.0;17.1;1.0;0;538.0;79.9;2;0;0;12.0;1.0;10.0;24.5;€126.50m;6
29;2022-02-26;18:00;Serie A;Matchweek 27;Sat;Home;L;2;3;Juventus;1.3;2.2;53.0;11890.0;Filippo Bandinelli;4-3-1-2;Fabio Maresca;Match Report;;Empoli;2022-02-2618:00Serie AMatchweek 27HomeLJuventusEmpoli;11.0;2.0;13.6;0.0;0;525.0;78.9;2;0;0;16.0;2.0;9.0;24.5;€126.50m;7
30;2022-03-06;12:30;Serie A;Matchweek 28;Sun;Away;D;0;0;Genoa;0.4;1.5;48.0;14935.0;Simone Romagnoli;4-3-2-1;Gianluca Aureliano;Match Report;;Empoli;2022-03-0612:30Serie AMatchweek 28AwayDGenoaEmpoli;8.0;2.0;24.2;1.0;0;427.0;63.2;3;0;0;19.0;0.0;5.0;24.5;€126.50m;8
31;2022-03-12;20:45;Serie A;Matchweek 29;Sat;Away;L;0;1;Milan;0.4;0.8;47.0;48801.0;Simone Romagnoli;4-3-2-1;Daniele Chiffi;Match Report;;Empoli;2022-03-1220:45Serie AMatchweek 29AwayLMilanEmpoli;5.0;2.0;19.5;0.0;0;501.0;80.4;0;0;0;12.0;2.0;4.0;24.5;€126.50m;6
32;2022-03-20;15:00;Serie A;Matchweek 30;Sun;Home;D;1;1;Hellas Verona;0.8;1.5;37.0;5445.0;Simone Romagnoli;4-3-2-1;Matteo Marcenaro;Match Report;;Empoli;2022-03-2015:00Serie AMatchweek 30HomeDHellas VeronaEmpoli;7.0;2.0;20.4;1.0;0;324.0;62.3;2;0;0;17.0;1.0;13.0;24.5;€126.50m;8
33;2022-04-03;12:30;Serie A;Matchweek 31;Sun;Away;L;0;1;Fiorentina;0.2;1.9;38.0;22407.0;Filippo Bandinelli;4-3-1-2;Luca Massimi;Match Report;;Empoli;2022-04-0312:30Serie AMatchweek 31AwayLFiorentinaEmpoli;5.0;1.0;22.9;0.0;0;357.0;79.8;3;1;1;20.0;3.0;3.0;24.5;€126.50m;14
34;2022-04-09;15:00;Serie A;Matchweek 32;Sat;Home;D;0;0;Spezia;1.3;1.2;58.0;5265.0;Simone Romagnoli;4-3-1-2;Giovanni Ayroldi;Match Report;;Empoli;2022-04-0915:00Serie AMatchweek 32HomeDSpeziaEmpoli;15.0;4.0;16.1;0.0;0;484.0;73.6;2;0;0;11.0;2.0;6.0;24.5;€126.50m;6
35;2022-04-16;14:30;Serie A;Matchweek 33;Sat;Away;L;1;4;Udinese;1.8;1.3;60.0;15226.0;Andrea La Mantia;4-3-1-2;Matteo Marchetti;Match Report;;Empoli;2022-04-1614:30Serie AMatchweek 33AwayLUdineseEmpoli;14.0;3.0;18.4;1.0;1;499.0;79.0;4;0;0;13.0;1.0;10.0;24.5;€126.50m;7
36;2022-04-24;15:00;Serie A;Matchweek 34;Sun;Home;W;3;2;Napoli;1.8;1.5;41.0;10245.0;Filippo Bandinelli;4-3-1-2;Livio Marinelli;Match Report;;Empoli;2022-04-2415:00Serie AMatchweek 34HomeWNapoliEmpoli;17.0;7.0;17.5;0.0;0;389.0;75.1;4;0;0;14.0;1.0;15.0;24.5;€126.50m;8
37;2022-05-01;15:00;Serie A;Matchweek 35;Sun;Home;L;1;3;Torino;0.7;2.5;40.0;8416.0;Sebastiano Luperto;4-3-1-2;Cosso Cosso;Match Report;;Empoli;2022-05-0115:00Serie AMatchweek 35HomeLTorinoEmpoli;11.0;4.0;24.7;1.0;0;320.0;70.0;4;2;1;14.0;1.0;14.0;24.5;€126.50m;7
38;2022-05-06;18:45;Serie A;Matchweek 36;Fri;Away;L;2;4;Inter;0.4;4.4;36.0;69959.0;Simone Romagnoli;4-3-1-2;Gianluca Manganiello;Match Report;;Empoli;2022-05-0618:45Serie AMatchweek 36AwayLInterEmpoli;4.0;2.0;19.1;0.0;0;360.0;78.1;0;0;0;9.0;1.0;6.0;24.5;€126.50m;5
39;2022-05-14;15:00;Serie A;Matchweek 37;Sat;Home;D;1;1;Salernitana;1.9;3.8;46.0;7000.0;Simone Romagnoli;4-3-1-2;Davide Massa;Match Report;;Empoli;2022-05-1415:00Serie AMatchweek 37HomeDSalernitanaEmpoli;16.0;6.0;17.5;0.0;0;395.0;78.0;3;0;0;18.0;1.0;6.0;24.5;€126.50m;8
40;2022-05-21;20:45;Serie A;Matchweek 38;Sat;Away;W;1;0;Atalanta;0.3;3.7;38.0;17654.0;Filippo Bandinelli;4-3-1-2;Rosario Abisso;Match Report;;Empoli;2022-05-2120:45Serie AMatchweek 38AwayWAtalantaEmpoli;7.0;3.0;24.2;1.0;0;402.0;78.4;1;0;0;7.0;2.0;12.0;24.5;€126.50m;7
0;2021-08-13;21:00;Coppa Italia;First round;Fri;Home;W;4;0;Cosenza;;;81.0;3600.0;Germán Pezzella;4-3-3;Giacomo Camplone;Match Report;;Fiorentina;2021-08-1321:00Coppa ItaliaFirst roundHomeWCosenzaFiorentina;31.0;13.0;;;0;;;1;0;0;11.0;2.0;11.0;25.4;€325.80m;10
1;2021-08-22;20:45;Serie A;Matchweek 1;Sun;Away;L;1;3;Roma;1.2;2.5;58.0;26997.0;Cristiano Biraghi;4-3-3;Luca Pairetto;Match Report;;Fiorentina;2021-08-2220:45Serie AMatchweek 1AwayLRomaFiorentina;11.0;8.0;17.3;0.0;0;556.0;87.6;2;1;0;15.0;2.0;13.0;25.4;€325.80m;9
2;2021-08-28;20:45;Serie A;Matchweek 2;Sat;Home;W;2;1;Torino;0.9;0.4;58.0;12592.0;Cristiano Biraghi;4-3-3;Maurizio Mariani;Match Report;;Fiorentina;2021-08-2820:45Serie AMatchweek 2HomeWTorinoFiorentina;9.0;6.0;17.8;0.0;0;464.0;78.7;4;0;0;13.0;3.0;6.0;25.4;€325.80m;6
3;2021-09-11;20:45;Serie A;Matchweek 3;Sat;Away;W;2;1;Atalanta;1.9;2.3;45.0;9162.0;Cristiano Biraghi;4-3-3;Valerio Marini;Match Report;;Fiorentina;2021-09-1120:45Serie AMatchweek 3AwayWAtalantaFiorentina;5.0;0.0;21.2;0.0;2;455.0;81.5;4;0;0;19.0;1.0;6.0;25.4;€325.80m;14
4;2021-09-18;15:00;Serie A;Matchweek 4;Sat;Away;W;2;1;Genoa;1.3;1.1;64.0;6269.0;Cristiano Biraghi;4-3-3;Livio Marinelli;Match Report;;Fiorentina;2021-09-1815:00Serie AMatchweek 4AwayWGenoaFiorentina;16.0;5.0;18.6;1.0;0;632.0;85.4;4;0;0;16.0;1.0;4.0;25.4;€325.80m;7
